p1	p2
狐狸心里想，我先说些好话哄哄你，让你放松警惕；狐狸心里又想，等你放松警惕后，我在想办法把你嘴里的肉弄到手。	狐狸心里不但想，我先说些好话哄哄你，让你放松警惕；狐狸心里又想，等你放松警惕后，我在想办法把你嘴里的肉弄到手。
请大家安静一点。	请大家不要喧闹。
我修电脑修了五百块钱。	这台电脑要修我五百块钱。
好不容易。	不容易。
今天比较冷。	今天有点冷。
这个房间舒服的多。	这个房间要舒服好多。
船几乎翻了底。	船险些没翻了底。
一旦有机会，就要全力以赴。	只要有机会，便要全力以赴。
你忘了？	你不记得了？
这儿的网速比家里快。	家里的网速比这儿的网速慢。
不知不觉我学会了广州话，而且说的还不错。	我不但不知不觉学会了广州话，而且说的还不错。
既然那么高调参赛，他怎么会轻易退赛呢？	因为他参赛那么高调，所以他不会轻易退赛？
你穿太少了，当心着凉。	你穿太少了，当心别着凉。
就算前面是地雷阵，我也要一往直前。	哪怕前面是地雷阵，我也要一往直前。
她坚决不去，除非你陪她去。	除非你陪她去，她才去。
月儿在云中穿行，船儿在湖中荡漾，风儿拂面而来······。	船儿在湖中荡漾，月儿在云中穿行，风儿拂面而来。
姐姐昨天就把这消息告诉我了。	姐姐昨天就告诉了我这个消息。
那今晚我请你去看电影好了，只是不知道你的女朋友会不会介意。	那今晚我请你去看电影好了，不过不知道你的女朋友会不会介意。
你这么做，还要不要命了？	你这么做，是不要命了？
他看书看累了。	他累了因为看书。
房子粉刷一新。	房子被粉刷一新。
我刚从图书馆回来。	我刚回来从图书馆。
因前一段时间连降暴雨，以致工期一再拖延。	因前一段时间连降暴雨，所以工期一再拖延。
这个大男孩，宁可静静的坐着观察蚁群，也不愿去跟伙伴们爬树。	这个大男孩，相比跟伙伴们爬树更愿静静的坐着观察蚁群。
虽然金融风暴使许多国家的国民经济出现了下滑现象，但是我国的国民经济依然保持了较快的增长。	虽然金融风暴使许多国家的国民经济出现了下滑现象，然而我国的国民经济依然保持了较快的增长。
她不学英语。	她英语不学。
注意左转车辆！	小心左转车辆！
那个高个子肯定是乙班的，但是我想不起他叫什么名字了。	那个高个子肯定是乙班的，然而我想不起他叫什么名字了。
在悬崖峭壁间开辟出一条路来尚且不易，更何况是修建寺庙！	在悬崖峭壁间开辟出一条路来已经不易，更别说修建寺庙！
虽然金融风暴使许多国家的国民经济出现了下滑现象，但是我国的国民经济依然保持了较快的增长。	虽是金融风暴使许多国家的国民经济出现了下滑现象，然而我国的国民经济依然保持了较快的增长。
他的主意没个更改。	他没有更改他的主意。
他已经通知了所有人。	所有人已经被他通知了。
卖衣服赚钱好容易呀，不到半年我就净落两万多。	不到半年我就净落两万多，卖衣服赚钱很容易。
这样不仅可以帮助人家解一时的燃眉之急，还可以借机先锻炼一下自己。	这样不仅可以帮助人家解一时的燃眉之急，而且还可以借机先锻炼一下自己。
余德利抬头发现李东宝的目光很慌。	余德利抬头发现李东宝慌乱的目光。
他这个人就知道吃。	他这个人除了知道吃以外其他什么都不知道。
只有做了广泛深入的调查研究，才可能得出让人们信服的结论。	唯有做了广泛深入的调查研究，要不然不可能得出让人们信服的结论。
买来的面包将够数。	买来的面包刚够数。
飞碟！	飞行物！
关于培训的具体时间，我们还没有确定下来。	培训的具体时间，我们还没有确定下来。
我冲着他笑了笑，然后继续唱歌。	我先冲着他笑了笑，然后继续唱歌。
输了也高兴。	就算输了也高兴。
没留下一点后遗症。	一点后遗症都没留下。
你是来帮忙的，还是来起哄的？	你是来起哄的，还是来帮忙的？
老杨这样的大厨红烧鱼算得了什么。	红烧鱼对老杨这样的大厨来说，算不了什么。
他怀疑事情还没有办完。	他怀疑事情没有办完。
倘若来不及逃跑，它就会使出装死的伎俩。	若来不及逃跑，那么它会使出装死的伎俩。
他没有听懂。	听了，但是没有懂。
他刚才暧昧地瞅了小红一眼。	他刚才暧昧地看了小红一眼。
打一次球累好几天。	玩一次球累好几天。
一根烟他都没有抽过。	他没抽过烟。
他不看电影。	他电影不看。
本来他是不愿意告诉我们的。	本来他不愿意告诉我们。
衣服难看死了。	衣服一点都不好看。
不成也值。	哪怕不成也值。
唯有加深了解，才能相互信任与合作。	除非加深了解，才能相互信任与合作。
尽管他赢得了冠军，可是没有赢得人们的尊重。	虽说他赢得了冠军，可是没有赢得人们的尊重。
我之所以会吃惊，是因为没想到会在这种地方遇见他。	没想到会在这种地方遇见他，因而我很吃惊。
我借给了小王两本小说。	小王借了我两本小说。
轮到你请客了。	该你请客了。
轮番的轰炸后，这个美丽的小镇被夷为平地。	轮番的轰炸夷平了这个美丽的小镇。
你扮演我们的交通员，让敌人抓住了。	你扮演我们的交通员，被敌人抓住了。
树旱死了。	树给旱死了。
不成也值。	即便不成也值。
我们在哪些地方做的不对，或者不够令人满意？	哪些地方我们做的不对，或者不够令人满意？
缺不了你的钱花。	你有很多钱花。
差点考上甲班。	考了，没进入甲班。
因为时间太仓促了，他们放弃了这次参赛的机会。	时间太仓促了，故他们放弃了这次参赛的机会。
为这件事，我们都很高兴。	我们因为这件事都很高兴。
这个问题让人说滥了。	这个问题叫人说烂了。
在困难面前，或者当个懦弱的逃兵，或者做个勇猛的战士。	在困难面前，要么当个懦弱的逃兵，要么做个勇猛的战士。
广交会一年两次。	一年举行两次广交会。
有两只小鸡争着饮水，蹬翻了水碗，往青石板上一跳，满石板印着许多小小的“个”字。	由于有两只小鸡争着饮水，蹬翻了水碗，往青石板上一跳，于是满石板印着许多小小的“个”字。
比尔送了乔伊斯一件礼物。	比尔把一件礼物送了乔伊斯。
想走就走呗，又不是没你不行。	想走就走，没你也能行。
我写信写了一个晚上。	我花了一个晚上写信。
他看了看书。	他瞧了瞧书。
你就甭说了！	甭说了您！
这个人办起事来，别提多啰嗦了。	这个人办事太啰嗦了。
差点儿答错。	差点儿就答错了。
每个符号对应一种意义，两个或几个符号的意义相同，或一个符号表示几种意义的情况不存在。	每个符号对应一种意义，两个或几个符号的意义相同，进一步说一个符号表示几种意义的情况不存在。
不死也脱层皮。	就算不死也脱层皮。
看个仔细。	仔细看看。
我呢，一天到晚就爱看书。	我从早到晚就爱看书。
别人都走了，你怎么还不走？	别人都走了，怎么你还不走？
年轻人不喜欢读书。	年轻人觉得读书没意思。
别揣着明白装糊涂啦。	别再装糊涂啦。
差点儿没考上。	考上了。
我要有外心，立刻就化成灰，叫万人践踹。	我若有外心，立刻就化成灰，叫万人践踹。
他好像只通知了小王一个人。	估计他只通知了小王一个人。
一不做二不休。	事情既然做了开头，就索性做到底。
向前看。	往前看。
静静地坐着。	安静地坐着。
他的病好不了。	他的病看不好。
孙悟空本事再大，也逃不出如来佛的手掌。	孙悟空逃不出如来佛的手掌，不管他本事有多大。
新的已经卖完了。	新的都被卖完了。
在困难面前，或者当个懦弱的逃兵，或者做个勇猛的战士。	在困难面前，要么做个勇猛的战士，要么当个懦弱的逃兵。
他逃脱不了法律的制裁，尽管他爸爸是李刚。	虽说他爸爸是李刚，他却逃脱不了法律的制裁。
我派他去北京。	我派他去的是北京。
凡是玩的事儿，没他不参加的。	只要是玩的事儿，他都参加。
风遇到防护林，速度就减少了百分之七十到八十。到了距离防护林等于林木高度二十米的地方，风速又恢复原来的强度。所以防护林必须是并行排列的许多林带，两列之间的距离不要超过林木高度的二十倍。	遇到防护林，风的速度固然就减少了百分之七十到八十，可是到了距离为林木高度二十倍的地方，风速又恢复原来的强度。因此防护林必须是并行排列的许多林带，两列之间的距离不要超过林木高度的二十倍。
我不常逛街，因为我老没时间。	因为我老没时间，所以我不常逛街。
他时刻不忘自己的职责。	他从不忘自己的职责。
老林被他说服了。	他把老林说服了。
这棵树有点大。	这棵树比较大。
丽丽哭红了眼睛。	丽丽把眼睛哭红了。
她坚决不去，除非你陪她去。	只有你陪她去，她才去。
他三个小时没学。	他没学习都三个小时了。
我下了楼，在门口买了几个大红桔子，塞在手提袋里，踏着歪斜不平的石板路，走到那小屋的门口。	我先下了楼，然后在门口买了几个大红桔子，塞在手提袋里，踏着歪斜不平的石板路，最后走到那小屋的门口。
度假我们去海南，还是去马尔代夫？	我们度假去海南，还是去马尔代夫？
在悬崖峭壁间开辟出一条路来尚且不易，更何况是修建寺庙！	别说在悬崖峭壁间修建寺庙，就连开辟出一条路来都不易！
地球绕着太阳公转，同时又绕着他自己的地轴不停的自转。	地球既绕着太阳公转，同时也绕着他自己的地轴不停的自转。
差点考上甲班。	险些考上甲班。
好不伤心。	不伤心。
园子周围是一人高的木栅栏。	园子周围有一人高的木栅栏。
这位刘先生，他是个有钱人。	这位刘先生肯定是个有钱人。
他有的是力气。	他力气很大。
这笔钱我还他。	他这笔钱，我来还。
这样不仅可以帮助人家解一时的燃眉之急，还可以借机先锻炼一下自己。	这样不光可以帮助人家解一时的燃眉之急，还可以借机先锻炼一下自己。
门给吹开了。	门被风吹开了。
我不知道该信哪一种说法，因此也就无法判断，。	我无法判断，因为不知道该信哪一种说法。
小吃摊儿旁边围着很多人。	很多人围在小吃摊旁边。
虽然是满月，天上却有一层淡淡的云，所以不能朗照；但我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。	虽然是满月，因为天上却有一层淡淡的云，所以不能朗照；但我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。
你要包子，油条，还是煎饼呢？	你要煎饼、包子，还是油条？
这位老板娘我很早就认识她了。	我很早就认识这位老板娘了。
那么好的人你怎么看不上他。	他那么好你怎么看不上。
有你的钱花。	少不了你的钱花。
她吃坏了肚子。	她把肚子吃坏了。
给我唱一首歌。	唱一首歌给我。
我之所以会吃惊，是因为没想到会在这种地方遇见他。	在这种地方遇见他，让我很吃惊。
别出声！	不要出声！
我写好了信。	我把信写好了。
这部电影遭极了，没看头儿。	这部电影没意思，没看头。
詹先生虽然可以给她带来物质上的富足，却无法给她带来真正的幸福。	詹先生虽说可以给她带来物质上的富足，可是无法给她带来真正的幸福。
我一定要嫁给他，哪怕他是个穷光蛋。	我一定要嫁给他，不管他是不是穷光蛋。
地球绕着太阳公转，同时又绕着他自己的地轴不停的自转。	地球绕着太阳公转的同时又绕着他自己的地轴不停的自转。
没你这么不讲道理的。	你怎么这么不讲道理。
从这里走比较近。	从这里走近些。
那些荔枝他吃了不少。	他吃了不少荔枝。
我是中大的学生，他是中大的老师。	我们都是中大的，他是老师，我是学生。
这部电影遭极了，没看头儿。	这部电影太烂了，没看头。
由于对造成事故的主观原因认识不足，因此导致了此类事故的再次发生。	因对造成事故的主观原因认识不足，所以导致了此类事故的再次发生。
他的胆子不太大。	他的胆子不很大。
这样不仅可以帮助人家解一时的燃眉之急，还可以借机先锻炼一下自己。	这样不光可以帮助人家解一时的燃眉之急，更可以借机先锻炼一下自己。
缺不了你的钱花。	你有多缺钱花。
这个难题被技术部门及时攻克。	技术部门及时把这个难题攻克了。
我觉得佳艳的德语水平远在我之上，虽然我的考试成绩比他高。	虽说我的德语考试成绩比佳艳高。但我觉得他的水平远在我之上。
你不以我们的祖国有着这样的英雄而自豪吗？	你不应该为我们的祖国有着这样的英雄而自豪吗？
因为闹了一点小矛盾，彼此就不再来往了。	彼此不再来往，是因为闹了一点小矛盾。
他吧，从小就爱看小说。	他从小就爱看小说。
他打破了杯子。	杯子被他打破了。
虽然是满月，天上却有一层淡淡的云，所以不能朗照；但我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。	虽是满月，天上却有一层淡淡的云，所以不能朗照；然而我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。
老李拿我们当小孩儿。	老李把我们当小孩儿看待。
年轻时我也漂亮过。	年轻时很漂亮的咩。
那些荔枝他吃了不少。	那些荔枝他吃了很多。
狐狸心里想，我先说些好话哄哄你，让你放松警惕；狐狸心里又想，等你放松警惕后，我在想办法把你嘴里的肉弄到手。	狐狸心里不仅想，我先说些好话哄哄你，让你放松警惕；狐狸心里又想，等你放松警惕后，我在想办法把你嘴里的肉弄到手。
老陈换了个姿势继续说。	换了个姿势老陈继续说。
一喝就醉。	一喝酒就醉。
不几天事情就办完了。	几天事情就办完了。
他把这批货卖掉了一大半。	这批货一大半都是他卖掉的。
我妈妈姓冯，我爸爸也姓冯。	我爸爸姓冯，我妈妈也姓冯。
路上很滑，他摔倒了。	他之所以摔倒了是因为路上很滑。
你能把门打开吗？	把门打开好吗？
我不常逛街，因为我老没时间。	我老没时间，因此我不常逛街。
船几乎翻了底。	船险些翻了底。
好不难受。	不难受。
真不像话！	太不像话了！
我拿了汪老师一本书。	汪老师的一本书被我拿了。
我给他打扫了一个地方睡觉。	我打扫了一个地方给他睡觉。
这项任务得十个人。	十个人才能完成这项任务。
一不做二不休。	要么不做，做了就要做到底。
他没犯一点错误。	错误他一点都没犯。
他被老师批评了一顿。	老师把他批评了一顿。
小红哭湿了枕头。	小红把枕头哭湿了。
他们永远不会得到受害国的原谅，如果他们不真心悔过并道歉的话。	如果他们不真心悔过并道歉，他们永远不会得到受害国的原谅。
他一边上学，一边打工挣学费。	他一边打工挣学费，一边上学。
有钱没处花。	钱多的没处花。
不像话就不像话吧，像话谁又多给几个钱呢？	不像话就不像话吧，像话又没有人多给几个钱？
到了广州，不能不夜游珠江。	到了广州，必须夜游珠江。
他被批评了一顿。	他被批评了一通。
宁可血战到底，也不放弃每一寸阵地。	宁愿血战到底，也不放弃每一寸阵地。
差点儿答不上来。	险些答不上来。
因前一段时间连降暴雨，以致工期一再拖延。	工期一再拖延是因为前一段时间连降暴雨。
只有做了广泛深入的调查研究，才可能得出让人们信服的结论。	除非做了广泛深入的调查研究，才可能得出让人们信服的结论。
非说不可。	必须说。
我两手空空，既不愿让悲鸿知道，以免他焦虑，又不愿开口向人求助。	我两手空空，又既不愿让悲鸿知道，以免他焦虑，又不愿开口向人求助。
许多人宁愿花几百块钱去吃一顿饭，也不愿意花十几块钱买一本书。	许多人宁肯花几百块钱去吃一顿饭，也不愿意花十几块钱买一本书。
虽然是满月，天上却有一层淡淡的云，所以不能朗照；但我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。	虽则是满月，天上却有一层淡淡的云，所以不能朗照；然而我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。
这辆车被水淹过。	水把这辆车淹过。
少不了你的小说看。	小说有的是让你看。
他的衣服干干净净的。	他的衣服很干净。
不是每家都买了汽车。	不是每家都有汽车。
多损哪，这人！	太损了，这人！
最近，妈妈一直被失眠所困扰。	妈妈最近一直失眠。
不成也值。	即使不成也值。
我跟她一样，是南方人。	我和她都是南方人。
只要她一去接电话，孩子就会大哭大闹。	她一去接电话，孩子就会大哭大闹。
虽然是满月，天上却有一层淡淡的云，所以不能朗照；但我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。	虽然是满月，天上却有一层淡淡的云，所以不能朗照；然而我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。
吃了这剂药，过两天就会好的。	把这剂药吃了，过两天就会好的。
予以办理手续。	给办手续。
这道题就算有点难度，也难不到哪儿去。	就算这道题有点难度，也难不到哪儿去。
白杨在迎风呼号，那是为老汉在呜咽，还是在为这不平而愤怒呢？	白杨在迎风呼号，那是为这不平而愤怒，还是在为老汉在呜咽呢？
我什么时候说你欠我了？	我没有说过你欠我的？
你喝汤不喝汤？	你喝汤不？
他们厂上个月从欧洲购进了一批先进的设备。	他们厂上个月购进了一批来自欧洲的先进设备。
我没去，我怎么知道她在不在场呢？	我没去，我不知道她在不在场？
我给了她一只笔。	她拿了我一支笔。
刚一进门，我就发现今天的气氛不太一样。	刚一进门，我就发现今天的气氛有异样。
老王也许现在已经知道这件事了。	老王现在可能已经知道这件事了。
他买了王教授一本书。	王教授的一本书被他买了。
我跟她一样，是南方人。	她是南方人，我也是。
必要的话可以搞个竞选会。	需要的话可以弄个竞选会。
济南省城，那是大地方，不用说。	济南省城那是大地方。
小猪让老虎叼走了。	小猪被老虎叼走了。
我派他去北京。	派他去北京的是我。
唱了又唱。	唱个不停。
他不看电影。	他电影没看。
大家互相在纪念册上签名留念。	大家都在纪念册上签名留念。
做个群众演员不但是未来做主角的必经之路，而且是在北京生存的打工方式之一。	做个群众演员不光是未来做主角的必经之路，更是在北京生存的打工方式之一。
老雷一个字也没有透漏。	一个字也没有被老雷透漏。
我之所以会吃惊，是因为没想到会在这种地方遇见他。	由于没想到会在这种地方遇见他，所以我会吃惊。
那幢楼高不了。	那幢楼不会高。
杯子是空的。	杯子里什么都没有。
既然那么高调参赛，他怎么会轻易退赛呢？	他不会轻易退赛，因为他那么高调参赛？
我之所以会吃惊，是因为没想到会在这种地方遇见他。	没想到会在这种地方遇见他，于是我很吃惊。
这煎饼一个多少钱？	这煎饼怎么卖？
教室里跑出一群孩子。	一群孩子从教室跑出来。
这样不仅可以帮助人家解一时的燃眉之急，还可以借机先锻炼一下自己。	这样不但可以帮助人家解一时的燃眉之急，更可以借机先锻炼一下自己。
他抢了我一张邮票。	他抢了一张属于我的邮票。
他把衣服烧了一个洞。	衣服被他烧了一个洞。
任凭风吹浪打，都毫不动摇。	任凭风吹浪打，还是毫不动摇。
他一边上学，一边打工挣学费。	他既上学，也打工挣学费。
老人家把看病的事给耽误了。	看病的事被老人家耽误了。
她离开广州已经好几年了。	好几年前她已经离开广州。
我请他来。	他被我请来。
看的很清楚。	看得很明白。
她今天恐怕不会来了。	今天估计她不会来了。
看的书都放在桌子上。	桌子上放着要看的书。
这道题做了我三个小时。	我做这道题做了三个小时。
通过宏观调控，既保持了经济快速发展的良好势头，又纠正了经济增长过程中的不健康因素。	通过宏观调控，一方面保持了经济快速发展的良好势头，另一方面纠正了经济增长过程中的不健康因素。
小红帽没有被狼外婆吃掉。	狼外婆没有把小红帽吃掉。
他把这批货卖掉了一大半。	他卖掉了这批货的一大半。
不管你说什么，他总是听不进去。	无论你说什么，他总是听不进去。
下雨的季节。	这个季节比较爱下雨。
那声音引导着她暂时与厂区生活拉开了距离。	那声音引导着她让她暂时与厂区生活拉开了距离。
因获奖而成名。	因获奖而成名人。
狐狸心里想，我先说些好话哄哄你，让你放松警惕；狐狸心里又想，等你放松警惕后，我在想办法把你嘴里的肉弄到手。	狐狸心里不光想，我先说些好话哄哄你，让你放松警惕；狐狸心里又想，等你放松警惕后，我在想办法把你嘴里的肉弄到手。
当然是选择原谅她啊。	她肯定可以被原谅。
小明在家务上给妈妈帮了不少忙。	小明在家务上给妈妈帮了许多忙。
在困难面前，或者当个懦弱的逃兵，或者做个勇猛的战士。	在困难面前，不是当个懦弱的逃兵，就是做个勇猛的战士。
她洗净了一件衣服。	她把一件衣服洗干净了。
这次中国队派出的全是新人，为的是锻炼队伍。	这次中国队派出的全是新人，借以锻炼队伍。
她的认真感动了我们。	我们被她的认真感动了。
他暧昧地瞅了小红一眼。	他用暧昧的眼神瞅了小红一眼。
那么好的人你怎么看不上他。	你怎么看不上他那么好的人。
树上飞来一只鸟。	树上来了一只鸟。
我才不干呢。	我不干。
这下子把我们所有人都吓傻了，那个叫五哥的鼓手，甚至还当场哭出了声。	这下子把我们所有人都吓傻了，那个叫五哥的鼓手，更是当场哭出了声。
做个群众演员不但是未来做主角的必经之路，而且是在北京生存的打工方式之一。	做个群众演员不光是未来做主角的必经之路，而且是在北京生存的打工方式之一。
他没拒绝我的要求。	他同意我的要求。
这个学生我教过他数学。	我教过这个学生的数学。
一个女孩家，只管拿着诗作正经事讲起来，叫有学问的人听了，反笑话说不守本分。	一个女孩家，只管拿着诗作正经事讲起来，被有学问的人听了，反笑话说不守本分。
离远点儿，省得伤着你。	离远点儿，免得伤着你。
用的放在桌子上，不用的放在一边。	要用的放桌子上，其他放在一边。
杯子被他打破了。	他把杯子打破了。
我之所以会吃惊，是因为没想到会在这种地方遇见他。	因为没想到会在这种地方遇见他，于是我会吃惊。
宁可血战到底，也不放弃每一寸阵地。	即使血战到底，也不放弃每一寸阵地。
小明向妈妈笑了笑。	小明笑了笑向妈妈。
那个高个子肯定是乙班的，但是我想不起他叫什么名字了。	那个高个子肯定是乙班的，我却想不起他叫什么名字了。
路上结了冰，小王这个时候外出，非摔倒不可。	因路上结了冰，因此小王这个时候外出，非摔倒不可。
古人管眼睛叫目。	古人把眼睛叫目。
我不知道他不了解情况。	我不清楚他不了解情况。
科学家正在努力探索这一奥秘，以便根据它的原理来研制新的导航仪器。	科学家正在努力探索这一奥秘，为的是根据它的原理来研制新的导航仪器。
虽然是满月，天上却有一层淡淡的云，所以不能朗照；但我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。	固然是满月，因为天上有一层淡淡的云，所以不能朗照；然而我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。
没个完。	没完没了。
地球绕着太阳公转，同时又绕着他自己的地轴不停的自转。	地球一面绕着太阳公转，一面绕着他自己的地轴不停的自转。
中国不首先使用核武器，不管是面临核威胁或者是面临核讹诈。	不管是面临核威胁还是面临核讹诈，中国总是不首先使用核武器。
月儿在云中穿行，船儿在湖中荡漾，风儿拂面而来······。	当月儿在云中穿行，风儿拂面而来，船儿在湖中荡漾。
人人都看见她了。	所有人都看见她了。
小心别看坏眼睛。	小心把眼睛看坏了。
在比赛的最后关头，运动员小张下了决心，非摔倒对方不可。	在比赛的最后关头，运动员小张下了决心，必须要摔倒对方。
老人家身板很硬朗。	老人家身体很好。
你扮演我们的交通员，让敌人抓住了。	敌人抓住了你扮演的交通员。
你没把鱼缸清理干净。	鱼缸没被你清理干净。
你喜欢看电影，还是喜欢看电视剧？	你喜欢看电影，还是电视剧？
教室里跑出一群孩子。	一群孩子从教室里跑出来。
什么样的挫折她这个人都不大放在心上。	她这个人，什么样的挫折都不放在心上。
他叫汽车撞倒了。	汽车撞到了他。
老王也许现在已经知道这件事了。	老王现在也许已经知道这件事了。
冬天过去了，春天就会来到。	冬天过去后，春天就会来到。
风遇到防护林，速度就减少了百分之七十到八十。到了距离防护林等于林木高度二十米的地方，风速又恢复原来的强度。所以防护林必须是并行排列的许多林带，两列之间的距离不要超过林木高度的二十倍。	虽说风的速度遇到防护林就减少了百分之七十到八十，可是到了距离为林木高度二十倍的地方，风速又恢复原来的强度。因此防护林必须是并行排列的许多林带，两列之间的距离不要超过林木高度的二十倍。
我把桌子给爸爸整理好了。	我把爸爸的桌子给整理好了。
他一边上学，一边打工挣学费。	他边上学边打工挣学费。
它的干通常是丈把高，像加过人工似的，一丈以内绝无旁枝。	它的干一般一丈高，像人加工过似的，一丈以内绝无旁枝。
没关系，多双筷子罢了。	没啥，多双筷子而已。
这箱子轻不了。	这箱子不会轻。
小明打碎了一个杯子。	一个杯子被小明打碎了。
他被批评了一顿。	批评了他一顿。
有两只小鸡争着饮水，蹬翻了水碗，往青石板上一跳，满石板印着许多小小的“个”字。	由于有两只小鸡争着饮水，蹬翻了水碗，往青石板上一跳，因而满石板印着许多小小的“个”字。
因为时间太仓促了，他们放弃了这次参赛的机会。	时间太仓促了，因而他们放弃了这次参赛的机会。
我写信写了一个晚上。	我给他写了一个通宵的信。
今天比较冷。	今天非常冷。
这段描写固然有些夸张，但我国古代宝刀宝剑之锋利，却非虚传。	这段描写固然有些夸张，我国古代宝刀宝剑之锋利却非虚传。
既然选择了雪域高原，那么也就选择了艰苦奋斗。	只要选择了雪域高原，那么也就选择了艰苦奋斗。
天气暖和多了。	天气温暖多了。
他一边上学，一边打工挣学费。	他既上学，又打工挣学费。
实际上，当地政府多年来对市场别说干预，连辅助性的行为都很少。	实际上，别说干预，当地政府多年来对市场的辅助性行为都很少。
我给他打扫了一个地方睡觉。	我打扫了一个地方让他睡觉。
咱俩谁跟谁呀。	我们俩谁跟谁呀。
咱们开始吧！	咱们可以开始了吧！
这箱子轻不了。	这箱子不轻。
他们见了个面。	他们见面了。
她傲慢地环视了一下会场。	她傲慢地扫了一下会场。
这道题就算有点难度，也难不到哪儿去。	就算这道题有点难度，也不会太难。
这两天闷的慌。	这两天十分闷。
再折腾也没用。	不管怎么折腾也没用。
你果然准时到了。	果然你准时到了。
不光大家伙都省事，你自己也可以少跑两趟嘛。	不光大家伙都省事，你自己还可以少跑两趟嘛。
他，酒呢，早不喝了，烟还抽。	他还抽烟，但酒早不喝了。
咱俩谁跟谁呀。	咱俩谁跟谁呀。
再棘手的事情他都有办法解决。	再麻烦的事情他都有办法解决。
咱俩谁跟谁呀。	我们俩关系好呀。
这儿的网速比家里快。	这儿的网速比家里的网速快。
我虽然学了三年汉语，但是听相声还有困难。	我固然学了三年汉语，听相声却还有困难。
他什么都没个够！	他太贪心！
他问我会议什么时候结束。	他问我会议几点结束。
没你这么干的。	你这么干是与所有人背道而驰的。
他这个人没个正经的。	他不正经。
大师傅已经做好了可口的饭菜。	可口的饭菜已经被大师傅做好了。
墙头上长出了一丛杂草。	一丛杂草从墙头长出来了。
他吧，从小就爱看小说。	他打小就爱看小说。
有苦没处诉。	没地方诉苦。
我们叫他叶半仙。	我们把他叫叶半仙。
西兰花菜农已经收割完毕。	菜农已经把西兰花收割完毕。
师傅把车修好了。	车被师傅修好了。
路上很滑，他摔倒了。	因路上很滑，以至于他摔倒了。
他两顿饭没吃。	两顿饭他没吃。
这幅画花了我一个多月。	我用了一个月的时间画这幅画。
实际上，当地政府多年来对市场别说干预，连辅助性的行为都很少。	实际上，多年来当地政府对市场很少有辅助性行为，更别说干预。
这样不仅可以帮助人家解一时的燃眉之急，还可以借机先锻炼一下自己。	这样不仅可以帮助人家解一时的燃眉之急，更可以借机先锻炼一下自己。
因为做过多年的幼儿园老师，所以她深知这些孩子此时最需要什么。	因为做过多年的幼儿园老师，于是她深知这些孩子此时最需要什么。
月儿在云中穿行，船儿在湖中荡漾，风儿拂面而来······。	当月儿在云中穿行，船儿在湖中荡漾，风儿拂面而来。
唐代有个诗人。这个诗人叫李白。	有个唐代诗人叫李白。
你要包子，油条，还是煎饼呢？	你要油条包子还是煎饼？
他不可能不知道。	他知道。
这个国家的政府，一方面谴责美国对伊拉克的军事占领，另一方面又主动向美国控制下的伊拉克临时管理委员会示好。	这个国家的政府，既谴责美国对伊拉克的军事占领，又主动向美国控制下的伊拉克临时管理委员会示好。
做饭没有什么奥秘。	做饭没有奥秘。
如果是一个贪图财物享受的人，他就不会天天把自己关在书斋里做学问了。	若是一个贪图财物享受的人，他就不会天天把自己关在书斋里做学问了。
我写好信的时候她已经睡着了。	我把信写好的时候她已经睡着了。
因获奖而成名。	因为获奖而成名。
西兰花菜农已经收割完毕。	菜农已经收割完了西兰花。
他毕竟是一个孩子。	他最终还是一个孩子。
少不了你的小说看。	有的是小说让你看个够。
别出声！	别说话！
他已经通知了所有人。	他已经通知了所有人。
小心别碰着油漆。	别碰着油漆。
倘若来不及逃跑，它就会使出装死的伎俩。	假使来不及逃跑，那么它会使出装死的伎俩。
不久，被雷劈中的那棵大树又长出了嫩绿的新芽。	被雷劈中后不久，那棵大树又长出了嫩绿的新芽。
你不会在里头给他来个扫堂腿？	你是不是在里头给他来个扫堂腿？
她把这批马调教的很好。	这批马被她调教的很好。
她用的护肤品和你一样高档。	你用的护肤品和她的一样高档。
我们都觉得你的心态越来越年轻了。	你的心态越来越年轻了，我们都这样认为。
他付了我们100块钱。	他支付了我们一百块钱。
他下楼了，在门口买了几个面包，塞在书包里，然后去了图书馆。	他下楼了，在门口买了几个面包，塞在书包里，去了图书馆。
有冤没处说。	有冤没地说。
杯子被打破了。	打碎了杯子。
虽然是满月，天上却有一层淡淡的云，所以不能朗照；但我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。	虽然满月，天上却有一层淡淡的云，所以不能朗照；可是我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。
因为时间太仓促了，他们放弃了这次参赛的机会。	时间太仓促了，因此他们放弃了这次参赛的机会。
姐姐比我多吃了不少苦。	姐姐吃的苦比我多好多。
唯有加深了解，才能相互信任与合作。	除非加深了解，要不然不可能相互信任与合作。
